Accession	Organism	Kingdom	Protein_Length	Cleavage_Site	label	Transmembrane_Helix_N_Terminus	fold	Type
Q1K5R0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	108		0	False	2.0	train
Q5SUE7	Mus musculus	Metazoa	619		0	False	0.0	train
P01068	Ananas comosus	Plants	246	19.0	1		1.0	train
P25299	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		0	False	0.0	train
B0XRV0	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	721	18.0	1		2.0	train
Q6ZN28	Homo sapiens	Metazoa	852		0	False	1.0	train
P53136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	463		0	False	4.0	train
P06332	Mus musculus	Metazoa	457	26.0	1		2.0	train
Q9BUH6	Homo sapiens	Metazoa	204		0	False	4.0	train
Q9FEN9	Arabidopsis thaliana	Plants	228		0	False	3.0	train
Q9HGL9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	252		0	False	4.0	train
P39689	Mus musculus	Metazoa	159		0	False	1.0	train
Q8LAJ7	Arabidopsis thaliana	Plants	292		0	False	2.0	train
P19320	Homo sapiens	Metazoa	739	24.0	1		3.0	train
Q92982	Homo sapiens	Metazoa	152		0	True	4.0	train
Q99JB6	Mus musculus	Metazoa	429		0	False	2.0	train
P40028	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	759		0	False	2.0	train
Q8NBZ0	Homo sapiens	Metazoa	244		0	False	0.0	train
P40474	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	542		0	True	3.0	train
Q12509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	438		0	False	0.0	train
Q84VQ1	Arabidopsis thaliana	Plants	283		0	False	1.0	train
O94916	Homo sapiens	Metazoa	1531		0	False	4.0	train
Q05648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		0	False	4.0	train
P09597	Spinacia oleracea	Plants	134		0	False	3.0	train
P30968	Homo sapiens	Metazoa	328		0	True	4.0	train
Q9LSC4	Arabidopsis thaliana	Plants	344		0	False	2.0	train
Q02772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	108		0	False	1.0	train
Q9XZ34	Drosophila melanogaster	Metazoa	1416		0	False	2.0	train
B6RAL1	Penicillium expansum	Fungi	1394		0	False	2.0	train
Q257B3	Trypanosoma brucei brucei	Other	345		0	False	2.0	train
Q9SMS0	Arabidopsis thaliana	Plants	249		0	False	1.0	train
Q96LW4	Homo sapiens	Metazoa	560		0	False	1.0	train
Q25255	Lucilia cuprina	Metazoa	356	23.0	1		2.0	train
O82743	Arabidopsis thaliana	Plants	219		0	False	4.0	train
Q9SNC0	Arabidopsis thaliana	Plants	182		0	False	3.0	train
Q9Y7Q7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	973		0	False	3.0	train
Q9P7J2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203		0	False	3.0	train
Q05583	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330		0	False	0.0	train
Q9M9L6	Arabidopsis thaliana	Plants	211		0	False	4.0	train
Q84N64	Arabidopsis thaliana	Plants	777		0	False	4.0	train
Q6ZWQ0	Mus musculus	Metazoa	6874		0	False	4.0	train
Q80T69	Mus musculus	Metazoa	795		0	False	3.0	train
G5EG51	Caenorhabditis elegans	Metazoa	1270		0	False	2.0	train
P34746	Oreochromis mossambicus	Metazoa	204	17.0	1		0.0	train
P40543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		0	False	0.0	train
Q04370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399		0	True	3.0	train
Q29RF7	Homo sapiens	Metazoa	1337		0	False	3.0	train
P14923	Homo sapiens	Metazoa	745		0	False	1.0	train
Q42418	Arabidopsis thaliana	Plants	131		0	False	1.0	train
Q0WVH0	Arabidopsis thaliana	Plants	594		0	False	4.0	train
P40208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455		0	False	3.0	train
Q84JG2	Arabidopsis thaliana	Plants	469		0	False	0.0	train
Q9S850	Arabidopsis thaliana	Plants	393		0	False	4.0	train
Q95ZL9	Caenorhabditis elegans	Metazoa	152		0	False	3.0	train
P36897	Homo sapiens	Metazoa	503	33.0	1		2.0	train
Q9UTK5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1727		0	False	2.0	train
Q8NEY8	Homo sapiens	Metazoa	458		0	False	0.0	train
Q96LL9	Homo sapiens	Metazoa	226		0	False	0.0	train
A0A0S2UWC9	Petunia hybrida	Plants	249		0	False	4.0	train
Q6NVG5	Mus musculus	Metazoa	214		0	False	4.0	train
Q99PD6	Rattus norvegicus	Metazoa	461		0	False	2.0	train
Q9NSP4	Homo sapiens	Metazoa	180		0	False	0.0	train
Q9NX70	Homo sapiens	Metazoa	200		0	False	3.0	train
G1CWH6	Clitoria ternatea	Plants	122	25.0	1		1.0	train
E0X9F6	Thaumetopoea pityocampa	Metazoa	126	18.0	1		1.0	train
Q5WPZ4	Lutzomyia longipalpis	Metazoa	115	22.0	1		3.0	train
Q64HC7	Armadillidium vulgare	Metazoa	73	19.0	1		4.0	train
P62993	Homo sapiens	Metazoa	217		0	False	1.0	train
O49687	Arabidopsis thaliana	Plants	589		0	False	2.0	train
Q12247	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151		0	False	1.0	train
P07994	Bos taurus	Metazoa	360	17.0	1		1.0	train
P43569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289		0	False	3.0	train
P13231	Dictyostelium discoideum	Other	118		0	False	1.0	train
Q8TBK2	Homo sapiens	Metazoa	473		0	False	0.0	train
Q9LJ87	Arabidopsis thaliana	Plants	415		0	False	3.0	train
F4I9G2	Arabidopsis thaliana	Plants	426		0	False	0.0	train
Q925D4	Rattus norvegicus	Metazoa	263		0	True	1.0	train
P32388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137		0	False	3.0	train
Q9LK34	Arabidopsis thaliana	Plants	483		0	False	3.0	train
P22327	Trichoplusia ni	Metazoa	624	18.0	1		4.0	train
P53139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140		0	False	1.0	train
Q0WP44	Arabidopsis thaliana	Plants	1202		0	False	4.0	train
E9Q5G7	Mus musculus	Metazoa	496		0	False	1.0	train
Q9LMR3	Arabidopsis thaliana	Plants	358		0	False	3.0	train
P40035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300		0	True	0.0	train
P30658	Mus musculus	Metazoa	519		0	False	1.0	train
O43502	Homo sapiens	Metazoa	376		0	False	2.0	train
Q9FIG9	Arabidopsis thaliana	Plants	801		0	False	1.0	train
P22293	Drosophila melanogaster	Metazoa	1325		0	False	2.0	train
Q9Y3U8	Homo sapiens	Metazoa	105		0	False	0.0	train
Q0P5I5	Bos taurus	Metazoa	327		0	False	1.0	train
Q9S816	Arabidopsis thaliana	Plants	521		0	False	2.0	train
Q9HB07	Homo sapiens	Metazoa	376		0	False	3.0	train
Q9BRU2	Homo sapiens	Metazoa	100		0	False	1.0	train
Q8IVQ6	Homo sapiens	Metazoa	265		0	True	2.0	train
Q9Y3Y2	Homo sapiens	Metazoa	248		0	False	4.0	train
Q8VCS0	Mus musculus	Metazoa	530	22.0	1		3.0	train
Q01981	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	416		0	False	4.0	train
Q8VWF1	Arabidopsis thaliana	Plants	368		0	False	3.0	train
Q7SAJ1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		0	False	0.0	train
Q9NQ34	Homo sapiens	Metazoa	198	33.0	1		4.0	train
P38988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300		0	True	2.0	train
P20052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		0	False	3.0	train
Q9FRL5	Arabidopsis thaliana	Plants	309		0	False	4.0	train
Q9H814	Homo sapiens	Metazoa	394		0	False	0.0	train
Q8IEG9	Plasmodium falciparum (isolate 3D7)	Other	408		0	False	1.0	train
Q5EAJ7	Strongylocentrotus purpuratus	Metazoa	857		0	False	4.0	train
Q8K3Y3	Mus musculus	Metazoa	209		0	False	2.0	train
O95433	Homo sapiens	Metazoa	338		0	False	3.0	train
P46972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		0	False	0.0	train
P23610	Homo sapiens	Metazoa	371		0	False	2.0	train
O35613	Mus musculus	Metazoa	739		0	False	1.0	train
Q54SM3	Dictyostelium discoideum	Other	179		0	False	3.0	train
F6ZDS4	Mus musculus	Metazoa	2431		0	False	1.0	train
P0DPG3	Trypanosoma brucei brucei	Other	75		0	False	0.0	train
P92189	Drosophila melanogaster	Metazoa	321		0	False	4.0	train
O14412	Orpinomyces sp. (strain PC-2)	Fungi	245	29.0	1		0.0	train
Q9H7E2	Homo sapiens	Metazoa	651		0	False	3.0	train
O82504	Arabidopsis thaliana	Plants	1133		0	False	4.0	train
O00841	Dictyostelium discoideum	Other	802		0	False	0.0	train
Q10332	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	830		0	False	3.0	train
P87174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210		0	False	3.0	train
P0DKJ7	Arabidopsis thaliana	Plants	813		0	False	0.0	train
Q05443	Bos taurus	Metazoa	342	18.0	1		0.0	train
Q12188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	680		0	False	2.0	train
Q5EU90	Euglena gracilis	Other	539		0	False	3.0	train
Q09685	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	411		0	False	1.0	train
O82277	Arabidopsis thaliana	Plants	361		0	False	3.0	train
A6NKF2	Homo sapiens	Metazoa	412		0	False	0.0	train
Q9UTR8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	712		0	False	1.0	train
Q06506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	573		0	False	4.0	train
Q9FNQ0	Arabidopsis thaliana	Plants	625		0	False	2.0	train
Q12127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	18.0	1		0.0	train
Q9NX52	Homo sapiens	Metazoa	303		0	True	3.0	train
Q09750	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1522		0	False	1.0	train
Q9LK29	Arabidopsis thaliana	Plants	307		0	False	1.0	train
P32799	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129		0	True	1.0	train
Q8S9G8	Arabidopsis thaliana	Plants	801		0	False	3.0	train
P14925	Rattus norvegicus	Metazoa	976	25.0	1		4.0	train
Q92565	Homo sapiens	Metazoa	580		0	False	3.0	train
P13489	Homo sapiens	Metazoa	461		0	False	3.0	train
P07665	Drosophila melanogaster	Metazoa	356		0	False	0.0	train
P41224	Rattus norvegicus	Metazoa	301		0	False	1.0	train
Q8WSR2	Ascaris suum	Metazoa	141		0	True	1.0	train
Q9HDZ3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182		0	False	2.0	train
P53840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1238		0	False	3.0	train
Q9UBP4	Homo sapiens	Metazoa	350	21.0	1		0.0	train
Q9UU79	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	260		0	False	4.0	train
Q9SJ50	Arabidopsis thaliana	Plants	333		0	False	0.0	train
A0A486WWJ9	Caenorhabditis elegans	Metazoa	582		0	False	1.0	train
P53540	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	846		0	False	3.0	train
P38838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	269		0	False	2.0	train
A0A2Z5GDY5	Lotus japonicus	Plants	658		0	False	3.0	train
Q10262	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131		0	False	3.0	train
D3YZI9	Mus musculus	Metazoa	523		0	False	3.0	train
Q96LI5	Homo sapiens	Metazoa	555		0	False	0.0	train
Q9Y7N1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		0	False	4.0	train
Q9H4X1	Homo sapiens	Metazoa	137		0	False	3.0	train
P43619	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		0	False	1.0	train
O49660	Arabidopsis thaliana	Plants	491		0	True	0.0	train
O75937	Homo sapiens	Metazoa	253		0	False	0.0	train
Q6L5B5	Oryza sativa subsp. japonica	Plants	248		0	False	1.0	train
Q92563	Homo sapiens	Metazoa	424	22.0	1		0.0	train
Q86TS9	Homo sapiens	Metazoa	123		0	False	2.0	train
Q03388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	795		0	False	4.0	train
Q9ES53	Rattus norvegicus	Metazoa	307		0	False	2.0	train
P42935	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788		0	False	4.0	train
M1MR49	Rhipicephalus appendiculatus	Metazoa	176	24.0	1		0.0	train
P87000	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	926		0	False	1.0	train
P10176	Homo sapiens	Metazoa	69		0	True	0.0	train
P0DQB8	Scolopendra dehaani	Metazoa	73	20.0	1		0.0	train
Q1K548	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	477		0	False	3.0	train
Q920A7	Mus musculus	Metazoa	789		0	False	3.0	train
Q02873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	248		0	False	3.0	train
Q10335	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	397		0	False	0.0	train
F1QN48	Danio rerio	Metazoa	379		0	False	0.0	train
Q9R0X4	Mus musculus	Metazoa	439		0	False	3.0	train
Q6W2J9	Homo sapiens	Metazoa	1755		0	False	2.0	train
Q9Y7L4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	409		0	False	2.0	train
Q8TD19	Homo sapiens	Metazoa	979		0	False	3.0	train
G5EEC5	Caenorhabditis elegans	Metazoa	414		0	False	0.0	train
Q9YHT2	Gallus gallus	Metazoa	290		0	False	3.0	train
Q6A028	Mus musculus	Metazoa	585		0	False	2.0	train
Q8VY21	Arabidopsis thaliana	Plants	406		0	False	0.0	train
Q9Y6J0	Homo sapiens	Metazoa	2220		0	False	2.0	train
P05423	Homo sapiens	Metazoa	398		0	False	2.0	train
O09130	Mus musculus	Metazoa	412		0	False	2.0	train
Q9CQ54	Mus musculus	Metazoa	120		0	True	3.0	train
Q9C0W0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	409		0	False	0.0	train
Q9D385	Mus musculus	Metazoa	163		0	False	4.0	train
F4J8G7	Arabidopsis thaliana	Plants	2138		0	False	1.0	train
P14737	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1309		0	False	1.0	train
Q10PI9	Oryza sativa subsp. japonica	Plants	459		0	False	3.0	train
Q9BVL4	Homo sapiens	Metazoa	669		0	False	0.0	train
Q8HYA9	Sus scrofa	Metazoa	185	20.0	1		4.0	train
Q86XA0	Homo sapiens	Metazoa	190		0	False	1.0	train
Q9VFS6	Drosophila melanogaster	Metazoa	994		0	False	3.0	train
Q8IZV2	Homo sapiens	Metazoa	173		0	True	0.0	train
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468		0	True	0.0	train
Q9H9Q4	Homo sapiens	Metazoa	299		0	False	3.0	train
E5RQA1	Oryza sativa subsp. japonica	Plants	257		0	False	3.0	train
Q9I9B9	Torpedo marmorata	Metazoa	646		0	True	0.0	train
B4DJY2	Homo sapiens	Metazoa	109		0	True	4.0	train
Q8WVQ1	Homo sapiens	Metazoa	401		0	True	4.0	train
P04925	Mus musculus	Metazoa	254	22.0	1		0.0	train
P53352	Gallus gallus	Metazoa	877		0	False	2.0	train
Q86UQ0	Homo sapiens	Metazoa	364		0	False	4.0	train
P41895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	735		0	False	1.0	train
Q8K3W2	Mus musculus	Metazoa	274		0	False	0.0	train
O13965	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	730		0	False	3.0	train
A0A078CGE6	Brassica napus	Plants	1299		0	False	1.0	train
Q7K4M4	Drosophila melanogaster	Metazoa	649		0	False	1.0	train
Q80TG1	Mus musculus	Metazoa	1036		0	False	3.0	train
O88379	Mus musculus	Metazoa	1555		0	False	4.0	train
Q05175	Rattus norvegicus	Metazoa	220		0	False	1.0	train
O43586	Homo sapiens	Metazoa	416		0	False	0.0	train
Q23529	Caenorhabditis elegans	Metazoa	777		0	False	1.0	train
Q6ZQL4	Mus musculus	Metazoa	677		0	False	1.0	train
Q94AN2	Arabidopsis thaliana	Plants	700		0	True	2.0	train
O13777	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217		0	False	1.0	train
Q38897	Arabidopsis thaliana	Plants	611		0	False	3.0	train
Q99LD8	Mus musculus	Metazoa	285		0	False	2.0	train
Q6GPH4	Homo sapiens	Metazoa	301		0	False	3.0	train
P49769	Mus musculus	Metazoa	467		0	True	2.0	train
P13671	Homo sapiens	Metazoa	934	21.0	1		4.0	train
Q8TEK3	Homo sapiens	Metazoa	1537		0	False	2.0	train
Q8WV24	Homo sapiens	Metazoa	401		0	False	1.0	train
Q8LBP4	Arabidopsis thaliana	Plants	462		0	False	0.0	train
Q15916	Homo sapiens	Metazoa	424		0	False	4.0	train
P92792	Solanum tuberosum	Plants	204		0	False	2.0	train
Q06604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		0	False	3.0	train
O17286	Caenorhabditis elegans	Metazoa	403		0	False	2.0	train
Q6ZT62	Homo sapiens	Metazoa	677		0	False	0.0	train
P53903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129		0	True	2.0	train
P07439	Megabalanus rosa	Metazoa	162	24.0	1		4.0	train
A0A7J6KC99	Toxoplasma gondii	Other	7603		0	False	0.0	train
Q39238	Arabidopsis thaliana	Plants	688		0	False	4.0	train
Q05131	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	434		0	True	1.0	train
Q14686	Homo sapiens	Metazoa	2063		0	False	2.0	train
Q9CAQ2	Arabidopsis thaliana	Plants	114		0	False	3.0	train
O95630	Homo sapiens	Metazoa	424		0	False	1.0	train
Q9FGN7	Arabidopsis thaliana	Plants	726		0	False	2.0	train
Q8QFR4	Xenopus laevis	Metazoa	211		0	False	4.0	train
Q02794	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444		0	False	0.0	train
Q96EB1	Homo sapiens	Metazoa	424		0	False	3.0	train
Q06833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	770		0	True	3.0	train
W7MAT5	Gibberella moniliformis (strain M3125 / FGSC 7600)	Fungi	574		0	True	2.0	train
P0DW81	Homo sapiens	Metazoa	44		0	False	3.0	train
Q6RG02	Penaeus merguiensis	Metazoa	2586	18.0	1		2.0	train
P40546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		0	False	4.0	train
Q58WW2	Homo sapiens	Metazoa	860		0	False	2.0	train
Q9C6I6	Arabidopsis thaliana	Plants	363		0	False	2.0	train
Q3E7A4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	109		0	False	1.0	train
O02751	Bos taurus	Metazoa	592		0	False	3.0	train
Q8BIW9	Mus musculus	Metazoa	969		0	False	1.0	train
Q8VYU8	Arabidopsis thaliana	Plants	396		0	False	3.0	train
Q96PN7	Homo sapiens	Metazoa	1200		0	False	1.0	train
P36038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		0	False	1.0	train
Q96HS1	Homo sapiens	Metazoa	289		0	True	4.0	train
Q9D842	Mus musculus	Metazoa	499		0	False	0.0	train
Q08932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		0	False	0.0	train
O60284	Homo sapiens	Metazoa	1047		0	False	4.0	train
Q9C9T3	Arabidopsis thaliana	Plants	67		0	False	4.0	train
Q9NVT9	Homo sapiens	Metazoa	282		0	False	1.0	train
Q13868	Homo sapiens	Metazoa	293		0	False	0.0	train
Q2T9J0	Homo sapiens	Metazoa	566		0	False	4.0	train
G5EG44	Caenorhabditis elegans	Metazoa	281		0	False	0.0	train
Q9WUM4	Mus musculus	Metazoa	474		0	False	1.0	train
Q9NQ33	Homo sapiens	Metazoa	181		0	False	2.0	train
Q5BJX1	Rattus norvegicus	Metazoa	134		0	False	4.0	train
P47139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	656		0	False	2.0	train
Q38834	Arabidopsis thaliana	Plants	852		0	False	2.0	train
Q8NI36	Homo sapiens	Metazoa	895		0	False	0.0	train
Q9QYK3	Rattus norvegicus	Metazoa	287		0	False	2.0	train
Q8NG98	Homo sapiens	Metazoa	312		0	True	4.0	train
P48842	Aspergillus aculeatus	Fungi	350	16.0	1		2.0	train
O59896	Pycnoporus cinnabarinus	Fungi	518	21.0	1		2.0	train
P52488	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	636		0	False	3.0	train
Q9D818	Mus musculus	Metazoa	391		0	False	2.0	train
P01174	Rattus norvegicus	Metazoa	137	19.0	1		3.0	train
Q12142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	997		0	False	3.0	train
A9Y0K8	Medicago truncatula	Plants	313		0	False	0.0	train
Q9VBX1	Drosophila melanogaster	Metazoa	992		0	False	2.0	train
Q9Y2K1	Homo sapiens	Metazoa	713		0	False	3.0	train
Q18PE0	Mus musculus	Metazoa	504		0	False	4.0	train
Q06089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		0	True	4.0	train
Q9ASX5	Arabidopsis thaliana	Plants	540		0	False	3.0	train
Q8N140	Homo sapiens	Metazoa	333		0	False	0.0	train
Q24434	Drosophila melanogaster	Metazoa	479		0	False	0.0	train
Q6KCD5	Mus musculus	Metazoa	2798		0	False	2.0	train
Q8C9X6	Mus musculus	Metazoa	813		0	False	2.0	train
Q96AP0	Homo sapiens	Metazoa	458		0	False	4.0	train
Q9Y244	Homo sapiens	Metazoa	141		0	False	4.0	train
Q8L9X2	Arabidopsis thaliana	Plants	203		0	False	3.0	train
Q9H2G9	Homo sapiens	Metazoa	400		0	False	3.0	train
E9QDC5	Danio rerio	Metazoa	294		0	True	3.0	train
Q9VAS7	Drosophila melanogaster	Metazoa	395		0	True	4.0	train
P54310	Mus musculus	Metazoa	759		0	False	4.0	train
P05067	Homo sapiens	Metazoa	770	17.0	1		0.0	train
Q96SD1	Homo sapiens	Metazoa	692		0	False	2.0	train
Q9BPX3	Homo sapiens	Metazoa	1015		0	False	2.0	train
P53853	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	264		0	False	3.0	train
Q9FFY9	Arabidopsis thaliana	Plants	640		0	False	0.0	train
Q12396	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444	46.0	1		1.0	train
Q90Z80	Xenopus laevis	Metazoa	392		0	False	1.0	train
Q9CQ79	Mus musculus	Metazoa	226		0	False	2.0	train
Q01962	Komagataella pastoris	Fungi	713		0	False	3.0	train
Q9FNZ5	Arabidopsis thaliana	Plants	142		0	False	3.0	train
Q5VZK9	Homo sapiens	Metazoa	1371		0	False	1.0	train
Q9Z1T5	Mus musculus	Metazoa	566		0	False	0.0	train
Q9CQZ6	Mus musculus	Metazoa	104		0	True	1.0	train
Q9D8V0	Mus musculus	Metazoa	378		0	True	1.0	train
Q8IHY1	Plasmodium falciparum (isolate 3D7)	Other	4226		0	False	3.0	train
Q8LGD5	Arabidopsis thaliana	Plants	222		0	False	3.0	train
P31942	Homo sapiens	Metazoa	346		0	False	0.0	train
Q9UU91	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182		0	True	2.0	train
Q6WNK7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96		0	False	4.0	train
Q9ULJ3	Homo sapiens	Metazoa	1066		0	False	2.0	train
Q07845	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632		0	False	2.0	train
P17697	Bos taurus	Metazoa	439	19.0	1		2.0	train
P53256	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223		0	False	2.0	train
Q8CEG8	Mus musculus	Metazoa	438		0	False	2.0	train
Q9BT43	Homo sapiens	Metazoa	218		0	False	4.0	train
O45717	Caenorhabditis elegans	Metazoa	293		0	False	4.0	train
Q562E2	Mus musculus	Metazoa	927		0	False	1.0	train
Q06091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	175		0	False	2.0	train
Q02455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1875		0	False	2.0	train
Q8TF01	Homo sapiens	Metazoa	805		0	False	1.0	train
O14503	Homo sapiens	Metazoa	412		0	False	3.0	train
Q96H22	Homo sapiens	Metazoa	339		0	False	2.0	train
Q8GXH3	Arabidopsis thaliana	Plants	371		0	False	3.0	train
Q95XA8	Caenorhabditis elegans	Metazoa	486		0	False	3.0	train
Q9CQH3	Mus musculus	Metazoa	189		0	True	0.0	train
Q9LFC0	Arabidopsis thaliana	Plants	360		0	False	4.0	train
P50534	Drosophila melanogaster	Metazoa	773		0	False	4.0	train
P53077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		0	False	0.0	train
Q9NW75	Homo sapiens	Metazoa	528		0	False	0.0	train
Q9BX63	Homo sapiens	Metazoa	1249		0	False	1.0	train
Q9LKX9	Zea mays	Plants	867		0	False	1.0	train
Q8GT74	Arabidopsis thaliana	Plants	241		0	True	1.0	train
P54622	Drosophila melanogaster	Metazoa	146		0	False	0.0	train
A2AMT1	Mus musculus	Metazoa	669		0	False	0.0	train
P23276	Homo sapiens	Metazoa	732		0	True	0.0	train
Q9H8M7	Homo sapiens	Metazoa	445		0	False	3.0	train
Q96TC7	Homo sapiens	Metazoa	470		0	True	1.0	train
Q03694	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420		0	False	4.0	train
O14523	Homo sapiens	Metazoa	706		0	True	0.0	train
Q9H3N8	Homo sapiens	Metazoa	390		0	True	0.0	train
G5EEM0	Caenorhabditis elegans	Metazoa	418		0	False	2.0	train
Q17604	Caenorhabditis elegans	Metazoa	161		0	False	4.0	train
Q8BMA3	Mus musculus	Metazoa	555		0	False	0.0	train
P19137	Mus musculus	Metazoa	3083	24.0	1		4.0	train
Q7KRI2	Drosophila melanogaster	Metazoa	127		0	False	3.0	train
O88843	Mus musculus	Metazoa	199		0	False	3.0	train
Q8SWR3	Drosophila melanogaster	Metazoa	435		0	False	2.0	train
O88597	Mus musculus	Metazoa	448		0	False	0.0	train
P38779	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376		0	False	4.0	train
Q15843	Homo sapiens	Metazoa	81		0	False	1.0	train
Q1K5G1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	320		0	False	2.0	train
Q86T13	Homo sapiens	Metazoa	490	21.0	1		3.0	train
Q96WW2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	383		0	False	3.0	train
